,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
600,72, Private,156310, 10th,6, Married-civ-spouse, Other-service, Husband, White, Male,2414,0,12, United-States
601,21, Private,315065, 7th-8th,4, Never-married, Other-service, Other-relative, White, Male,0,0,48, Mexico
602,17, Private,95799, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,18, United-States
603,45, Private,118889, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
604,64, ?,223075, Bachelors,13, Divorced, ?, Not-in-family, White, Female,0,0,8, United-States
605,56, Self-emp-not-inc,115439, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States
606,25, Private,48029, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
607,20, ?,304076, 11th,7, Never-married, ?, Own-child, Black, Female,0,0,20, United-States
608,51, Private,204447, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States
609,22, Private,105592, Assoc-acdm,12, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, United-States
610,49, Private,225454, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States
611,50, Private,185407, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,38, United-States
612,58, Private,219504, 12th,8, Divorced, Transport-moving, Unmarried, Black, Male,0,0,45, United-States
613,38, Self-emp-not-inc,190387, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
614,25, Private,209970, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,45, United-States
615,37, Self-emp-not-inc,225860, Assoc-acdm,12, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States
616,38, Self-emp-not-inc,255503, 11th,7, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,55, United-States
617,44, Private,181265, Assoc-acdm,12, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States
618,43, Self-emp-not-inc,349341, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States
619,23, Private,520759, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Male,0,0,30, United-States
620,28, Local-gov,191177, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,20, United-States
621,69, Private,213249, Assoc-voc,11, Widowed, Sales, Not-in-family, White, Female,0,0,25, United-States
622,28, Private,206125, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
623,45, Local-gov,167334, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States
624,48, Private,156926, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States
625,41, Private,75171, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States
626,27, Private,302422, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States
627,63, Private,156120, 5th-6th,3, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,50, ?
628,30, Private,100734, Bachelors,13, Married-civ-spouse, Exec-managerial, Other-relative, White, Female,0,0,40, Greece
629,59, Private,159048, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States
630,29, Private,350162, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States
631,38, Private,259019, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States
632,18, Private,36162, 11th,7, Never-married, Craft-repair, Own-child, White, Male,0,0,5, United-States
633,29, Private,331875, 12th,8, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Dominican-Republic
634,48, Private,183610, Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States
635,68, Self-emp-inc,289349, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,9386,0,70, Germany
636,25, Private,181054, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States
637,25, Private,126974, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States
638,45, Self-emp-not-inc,28497, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1485,70, United-States
639,57, Private,186361, Assoc-voc,11, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States
640,20, Private,315135, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,0,15, United-States
641,65, Private,89681, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,99, United-States
642,41, Private,55854, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,56, United-States
643,42, Private,347653, Bachelors,13, Divorced, Other-service, Unmarried, White, Male,0,0,60, United-States
644,27, Self-emp-not-inc,357283, HS-grad,9, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States
645,71, ?,193863, 7th-8th,4, Widowed, ?, Other-relative, White, Female,0,0,16, Poland
646,43, State-gov,198766, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States
647,47, Private,145290, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States
648,54, Private,227392, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
649,32, Private,339196, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States
650,32, Private,111883, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
651,21, ?,212888, 11th,7, Married-civ-spouse, ?, Wife, White, Female,0,0,56, United-States
652,27, Private,277760, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States
653,60, ?,106282, 9th,5, Widowed, ?, Not-in-family, White, Female,0,0,40, United-States
654,24, Private,369667, Some-college,10, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States
655,35, Private,107125, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,16, United-States
656,28, Private,162551, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Female,0,0,48, China
657,38, Private,150601, 10th,6, Separated, Adm-clerical, Unmarried, White, Male,0,3770,40, United-States
658,40, Private,32214, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
659,40, Self-emp-not-inc,204116, Bachelors,13, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,2174,0,40, United-States
660,32, Private,147654, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States
661,63, Private,124242, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States
662,31, Local-gov,50649, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States
663,37, Self-emp-not-inc,327164, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, ?
664,46, State-gov,114396, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
665,28, Private,211032, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States
666,37, Private,486194, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Guatemala
667,57, Private,176904, 10th,6, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States
668,31, Private,113364, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
669,33, State-gov,313729, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States
670,41, Federal-gov,341638, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,92, United-States
671,52, Self-emp-inc,179951, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
672,47, Private,197702, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
673,27, ?,132372, HS-grad,9, Never-married, ?, Unmarried, White, Female,0,0,40, ?
674,50, Local-gov,163576, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States
675,31, Local-gov,446358, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Mexico
676,77, Local-gov,144608, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,6, United-States
677,27, Local-gov,116662, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
678,19, Private,214935, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States
679,53, Private,374588, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, United-States
680,50, Private,136898, Assoc-voc,11, Widowed, Exec-managerial, Unmarried, White, Female,0,0,55, ?
681,32, Private,112139, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States
682,42, Private,191149, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States
683,53, Private,158993, HS-grad,9, Widowed, Machine-op-inspct, Unmarried, Black, Female,0,0,38, United-States
684,37, Private,107302, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
685,50, Private,184424, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,1902,38, United-States
686,40, Private,85668, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States
687,48, Private,97470, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
688,23, Private,216181, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,36, Iran
689,63, ?,150389, Bachelors,13, Widowed, ?, Not-in-family, White, Female,0,0,40, United-States
690,22, Private,112847, HS-grad,9, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States
691,44, Private,96321, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
692,31, Private,591711, Some-college,10, Married-spouse-absent, Transport-moving, Not-in-family, Black, Male,0,0,40, ?
693,41, Local-gov,180599, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States
694,38, Private,229700, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States
695,40, Private,297396, Some-college,10, Separated, Exec-managerial, Unmarried, White, Female,0,0,60, United-States
696,30, Local-gov,170772, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States
697,36, Private,184659, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,52, United-States
698,33, Federal-gov,29617, Some-college,10, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, United-States
699,42, Self-emp-not-inc,342634, Assoc-voc,11, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Cambodia
700,41, Private,207578, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, India
701,39, Private,242922, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States
702,25, Private,234190, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,35, United-States
703,32, Private,180603, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
704,54, Private,86837, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1902,40, United-States
705,23, Private,52262, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
706,39, Local-gov,187385, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,28, United-States
707,30, Local-gov,197886, Assoc-acdm,12, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States
708,53, Private,149650, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,2559,48, United-States
709,45, State-gov,185797, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,3325,0,60, United-States
710,38, Private,82622, Some-college,10, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States
711,53, Private,202720, 9th,5, Married-spouse-absent, Machine-op-inspct, Unmarried, Black, Male,0,0,75, Haiti
712,18, Private,150817, 12th,8, Never-married, Protective-serv, Own-child, White, Female,0,0,45, United-States
713,81, Self-emp-not-inc,136063, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States
714,56, Self-emp-not-inc,145574, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,1902,60, United-States
715,24, Private,203203, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,25, United-States
716,19, Private,102723, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States
717,38, ?,229363, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,0,0,4, United-States
718,45, Self-emp-not-inc,106110, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,0,0,99, United-States
719,68, Self-emp-inc,182131, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,10605,0,20, United-States
720,52, Private,124993, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,55, United-States
721,23, Private,306309, 10th,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States
722,18, Private,182643, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,9, United-States
723,67, Private,142097, 9th,5, Married-civ-spouse, Priv-house-serv, Wife, White, Female,0,0,6, United-States
724,38, Private,36989, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,3908,0,70, United-States
725,50, Private,43764, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States
726,61, Private,105384, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
727,35, Private,589809, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,13550,0,60, United-States
728,46, Private,186256, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,1902,55, United-States
729,48, Private,377401, Some-college,10, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States
730,23, Private,216811, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,16, United-States
731,37, Private,99357, Assoc-acdm,12, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States
732,18, Private,57413, Some-college,10, Divorced, Other-service, Own-child, White, Male,0,0,15, United-States
733,20, Private,493443, 11th,7, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States
734,48, Private,164954, HS-grad,9, Never-married, Other-service, Own-child, Black, Female,0,0,42, United-States
735,47, Local-gov,101016, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,7688,0,40, United-States
736,28, Self-emp-not-inc,31717, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
737,33, Private,173858, Bachelors,13, Married-civ-spouse, Adm-clerical, Other-relative, Asian-Pac-Islander, Male,0,0,40, India
738,32, Private,154087, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
739,25, State-gov,157028, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States
740,24, Private,152540, Bachelors,13, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States
741,30, Private,167309, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1902,40, United-States
742,24, Federal-gov,219519, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States
743,58, Private,267663, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Mexico
744,51, Private,142835, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
745,44, Private,174283, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
746,39, Local-gov,170382, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, England
747,37, Private,86150, Bachelors,13, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,0,0,30, United-States
748,21, Private,34616, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States
749,37, Private,46385, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
750,66, Self-emp-not-inc,262552, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,7, United-States
751,27, Private,165365, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,2885,0,40, Laos
752,38, Private,117312, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,15024,0,40, United-States
753,20, Private,254547, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,35, Outlying-US(Guam-USVI-etc)
754,47, Private,304133, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
755,37, Self-emp-inc,126675, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States
756,27, Private,247819, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,15, United-States
757,21, Private,77572, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,34, South
758,45, State-gov,284763, Some-college,10, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States
759,35, Private,320305, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,32, United-States
760,46, Private,105327, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
761,74, Private,260669, 10th,6, Divorced, Other-service, Not-in-family, White, Female,0,0,1, United-States
762,34, Private,329993, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
763,22, ?,42004, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,30, United-States
764,64, Local-gov,199298, 5th-6th,3, Divorced, Other-service, Not-in-family, White, Female,0,0,45, ?
765,27, Private,153805, Some-college,10, Never-married, Craft-repair, Unmarried, Other, Male,0,0,45, Ecuador
766,36, Private,201117, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
767,39, State-gov,25806, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,48, China
768,31, Private,164870, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico
769,62, Private,73292, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States
770,28, Private,178489, Bachelors,13, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,45, ?
771,35, Private,452283, HS-grad,9, Divorced, Sales, Own-child, White, Female,0,0,40, United-States
772,62, Private,155094, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,45, United-States
773,22, Private,46561, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
774,27, Private,138705, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,53, United-States
775,48, Private,138069, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States
776,29, Private,212102, HS-grad,9, Separated, Other-service, Unmarried, Black, Female,0,0,30, United-States
777,34, Self-emp-not-inc,120672, 7th-8th,4, Never-married, Handlers-cleaners, Unmarried, Black, Male,0,0,10, United-States
778,34, Private,362787, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States
779,90, Private,272752, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States
780,59, Private,124318, HS-grad,9, Divorced, Exec-managerial, Other-relative, White, Female,0,0,45, United-States
781,47, Private,104068, HS-grad,9, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States
782,39, Private,382802, 10th,6, Widowed, Machine-op-inspct, Not-in-family, Black, Male,0,1590,40, United-States
783,45, Local-gov,272182, Some-college,10, Married-civ-spouse, Tech-support, Husband, Black, Male,5013,0,40, United-States
784,35, Private,197719, Some-college,10, Never-married, Machine-op-inspct, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, United-States
785,42, Private,142756, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States
786,21, Private,155483, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
787,61, Self-emp-not-inc,96073, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, England
788,53, Private,295896, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
789,33, Local-gov,255058, Bachelors,13, Divorced, Prof-specialty, Own-child, White, Male,0,2339,40, United-States
790,39, Private,174330, HS-grad,9, Separated, Craft-repair, Unmarried, White, Male,0,0,40, United-States
791,73, Private,147551, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2174,50, United-States
792,23, Private,24395, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, United-States
793,18, Private,78181, Some-college,10, Never-married, Other-service, Other-relative, White, Female,0,0,40, United-States
794,41, Private,223763, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
795,23, Private,90729, 11th,7, Never-married, Machine-op-inspct, Unmarried, Other, Male,0,0,40, United-States
796,24, State-gov,413345, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States
797,27, Private,237466, Bachelors,13, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States
798,52, Self-emp-not-inc,77336, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
799,29, Private,102875, 11th,7, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Male,0,0,20, United-States
800,40, Private,216116, HS-grad,9, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, Jamaica
801,53, Private,90624, 11th,7, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States
802,33, Private,243266, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Dominican-Republic
803,48, Private,287480, Masters,14, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States
804,51, Private,182944, HS-grad,9, Widowed, Tech-support, Unmarried, Black, Female,0,0,40, United-States
805,56, Private,261232, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
806,47, State-gov,293917, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States
807,29, Private,255949, Bachelors,13, Never-married, Sales, Unmarried, Black, Male,0,0,40, United-States
808,32, Private,206365, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States
809,34, Federal-gov,148508, Some-college,10, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States
810,43, Private,137722, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States
811,17, ?,280670, 10th,6, Never-married, ?, Own-child, White, Female,0,0,40, United-States
812,23, Self-emp-not-inc,271486, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States
813,48, Private,36177, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
814,25, Private,248990, 11th,7, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,0,0,40, Mexico
815,90, ?,39824, HS-grad,9, Widowed, ?, Not-in-family, White, Male,401,0,4, United-States
816,50, Self-emp-not-inc,163678, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
817,49, Private,163229, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States
818,46, Private,20534, Masters,14, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States
819,32, Private,155781, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States
820,30, Private,280927, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
821,22, Federal-gov,471452, Bachelors,13, Never-married, Tech-support, Own-child, White, Male,0,0,8, United-States
822,47, Local-gov,81654, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,56, United-States
823,58, Private,284834, Assoc-acdm,12, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
824,34, Private,199227, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,50, United-States
825,39, Federal-gov,116608, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States
826,41, Private,126845, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
827,41, Private,318046, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States
828,61, Private,199198, 7th-8th,4, Widowed, Other-service, Not-in-family, Black, Female,0,0,21, United-States
829,20, Private,211391, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,25, United-States
830,38, Private,179668, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Scotland
831,52, Private,253784, 11th,7, Divorced, Other-service, Unmarried, White, Female,0,0,20, United-States
832,37, Private,259846, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,3471,0,40, United-States
833,51, Private,159015, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States
834,52, Federal-gov,29623, 12th,8, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States
835,39, Private,126569, Bachelors,13, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, ?
836,46, Self-emp-not-inc,115971, 9th,5, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
837,23, Private,435604, Assoc-voc,11, Separated, Exec-managerial, Own-child, White, Female,0,0,40, United-States
838,18, Private,192254, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,10, United-States
839,35, Self-emp-inc,82051, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States
840,28, Private,25955, Some-college,10, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States
841,32, Private,127384, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States
842,41, Private,183850, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States
843,63, Private,125954, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,2174,0,40, United-States
844,57, Self-emp-not-inc,110199, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,20, United-States
845,39, Private,22463, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
846,24, Private,99697, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States
847,46, Private,324550, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
848,36, Private,104213, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States
849,37, Federal-gov,196348, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
850,84, Private,241065, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,66, United-States
851,57, Private,103403, 5th-6th,3, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
852,33, Private,65278, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
853,19, ?,239862, Some-college,10, Never-married, ?, Other-relative, White, Male,0,0,40, United-States
854,22, Private,226327, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States
855,44, Private,92649, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States
856,24, Private,229826, Bachelors,13, Never-married, Transport-moving, Own-child, White, Male,0,0,20, United-States
