,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
371,28, Private,106672, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,0,2, United-States, <=50K
372,60, Self-emp-not-inc,153356, HS-grad,9, Divorced, Sales, Not-in-family, Black, Male,2597,0,55, United-States, <=50K
373,31, Local-gov,176185, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4064,0,40, ?, <=50K
374,32, Private,94041, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,25, Ireland, <=50K
375,40, Private,216237, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, >50K
376,20, Private,131852, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
377,35, Private,101978, HS-grad,9, Separated, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
378,46, Private,189123, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,7298,0,40, United-States, >50K
379,58, Self-emp-not-inc,318106, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
380,31, Private,234976, 11th,7, Never-married, Adm-clerical, Unmarried, White, Female,0,0,48, United-States, <=50K
381,36, Private,143123, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
382,52, Private,96359, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,57, United-States, >50K
383,44, Private,438696, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
384,17, ?,250541, 11th,7, Never-married, ?, Own-child, Black, Male,0,0,8, United-States, <=50K
385,20, Private,54152, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, ?, <=50K
386,18, Private,131825, 11th,7, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,21, United-States, <=50K
387,49, Self-emp-not-inc,179048, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Greece, <=50K
388,45, Self-emp-inc,212954, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
389,49, Self-emp-inc,318280, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, >50K
390,21, Private,189888, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,3325,0,60, United-States, <=50K
391,45, Private,192835, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
392,44, Private,182616, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
393,47, Local-gov,330080, 11th,7, Married-spouse-absent, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
394,52, Private,150393, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
395,36, Private,114988, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
396,51, Private,50459, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1740,40, United-States, <=50K
397,38, Private,405284, Bachelors,13, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
398,38, Private,229180, Bachelors,13, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, Cuba, <=50K
399,55, Federal-gov,107157, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
400,22, ?,283510, HS-grad,9, Never-married, ?, Unmarried, Black, Male,0,0,45, United-States, <=50K
401,21, Private,231160, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
402,19, Private,170720, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
403,41, Private,152629, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
404,42, Private,328239, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
405,28, Private,371408, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,47, United-States, <=50K
406,40, Private,173307, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
407,26, Private,247006, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52, United-States, <=50K
408,49, Self-emp-inc,330874, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, >50K
409,34, ?,24504, HS-grad,9, Never-married, ?, Not-in-family, White, Male,0,0,40, United-States, <=50K
410,41, Private,228847, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
411,49, Self-emp-not-inc,241688, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Cuba, <=50K
412,56, Private,151474, 9th,5, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
413,37, Private,356231, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,2129,65, United-States, <=50K
414,17, Private,191910, 10th,6, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
415,62, Private,123582, 10th,6, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
416,35, Self-emp-not-inc,238802, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
417,61, Private,373099, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
418,39, Self-emp-inc,128715, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
419,46, Private,85109, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1628,40, United-States, <=50K
420,40, Self-emp-inc,190290, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, ?, >50K
421,24, Private,306779, Assoc-voc,11, Never-married, Exec-managerial, Own-child, White, Male,0,0,35, United-States, <=50K
422,45, Self-emp-inc,117605, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
423,46, Private,321327, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,45, United-States, >50K
424,45, Private,168556, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
425,57, Self-emp-not-inc,291167, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
426,35, Private,149455, Some-college,10, Separated, Exec-managerial, Own-child, Black, Female,0,0,40, United-States, <=50K
427,30, ?,201196, 11th,7, Never-married, ?, Own-child, Black, Female,0,0,40, United-States, <=50K
428,24, Private,201603, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,30, United-States, <=50K
429,33, Private,199170, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
430,54, Private,200783, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
431,39, Private,206888, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
432,67, Federal-gov,231604, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
433,63, Private,127363, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,12, United-States, <=50K
434,22, Private,112130, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
435,42, Private,34037, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
436,62, Private,136314, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
437,41, Federal-gov,153132, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States, >50K
438,42, Private,204235, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
439,55, ?,102058, 12th,8, Widowed, ?, Not-in-family, White, Male,0,0,30, United-States, <=50K
440,27, State-gov,192257, HS-grad,9, Never-married, Protective-serv, Own-child, White, Male,2174,0,40, United-States, <=50K
441,27, Private,135296, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
442,58, Local-gov,283635, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
443,25, Private,389456, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
444,46, Private,189763, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
445,28, Private,137898, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
446,81, Private,114670, 9th,5, Widowed, Priv-house-serv, Not-in-family, Black, Female,2062,0,5, United-States, <=50K
447,28, Private,181466, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
448,18, Private,336508, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
449,19, Private,285750, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,30, United-States, <=50K
450,30, Private,260782, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, ?, <=50K
451,56, Private,357939, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
452,41, Private,99679, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
453,29, Self-emp-not-inc,164607, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
454,35, Private,102946, Some-college,10, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,1669,45, United-States, <=50K
455,33, Self-emp-not-inc,116539, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
456,39, Private,323385, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
457,26, Private,130620, Assoc-acdm,12, Married-spouse-absent, Craft-repair, Other-relative, Asian-Pac-Islander, Female,0,0,40, ?, <=50K
458,25, Private,279667, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
459,61, ?,195789, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
460,57, ?,137658, HS-grad,9, Married-civ-spouse, ?, Husband, Other, Male,0,0,5, Columbia, <=50K
461,55, Private,112529, 5th-6th,3, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
462,40, Private,224799, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
463,40, Private,88368, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,914,0,40, United-States, <=50K
464,26, Private,156848, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
465,56, Private,314727, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, >50K
466,65, Self-emp-not-inc,78875, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,2290,0,40, United-States, <=50K
467,18, Private,78817, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
468,28, Private,51331, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,16, United-States, >50K
469,22, ?,175586, HS-grad,9, Never-married, ?, Unmarried, Black, Female,0,0,35, United-States, <=50K
470,21, Private,243842, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
471,48, Private,118158, Assoc-acdm,12, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,44, United-States, <=50K
472,37, Local-gov,289238, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
473,22, Private,317019, 11th,7, Separated, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
474,55, Self-emp-inc,264453, Assoc-voc,11, Divorced, Exec-managerial, Unmarried, White, Male,0,0,30, United-States, <=50K
475,27, Federal-gov,182637, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, ?, >50K
476,30, Private,180374, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
477,46, Private,185291, 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
478,24, Private,44493, Assoc-voc,11, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
479,49, Private,225456, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
480,21, Private,170800, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
481,41, Private,149102, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Poland, <=50K
482,68, Private,322025, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,5, United-States, <=50K
483,35, Private,200153, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
484,31, Private,115963, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
485,27, Private,318639, 10th,6, Never-married, Other-service, Not-in-family, White, Male,0,0,60, Mexico, <=50K
486,54, Federal-gov,114674, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
487,47, Private,235683, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
488,45, Private,266860, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
489,36, Private,122240, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
490,75, Private,207116, HS-grad,9, Married-spouse-absent, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
491,30, Private,96480, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Female,0,0,32, United-States, <=50K
492,28, Private,25955, Assoc-voc,11, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
493,50, Self-emp-not-inc,221336, Some-college,10, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, ?, <=50K
494,42, State-gov,101950, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,38, United-States, <=50K
495,39, Self-emp-not-inc,274683, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,7688,0,50, United-States, >50K
496,39, Private,358837, Some-college,10, Never-married, Tech-support, Unmarried, Black, Female,0,0,40, United-States, <=50K
497,35, Private,82622, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
498,20, Private,82777, HS-grad,9, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
499,45, Private,107787, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Canada, <=50K
500,36, Private,256636, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
501,29, Private,269354, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
502,25, Private,37379, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,0,0,50, United-States, <=50K
503,34, Private,153614, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
504,29, Private,126208, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
505,43, Private,106760, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,50, Canada, >50K
506,25, Local-gov,182380, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
507,30, Private,467108, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,44, United-States, >50K
508,36, Private,306646, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
509,23, Private,249046, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
510,46, Private,207076, Masters,14, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States, <=50K
511,23, Private,82067, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
512,51, Local-gov,35211, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
513,56, Private,359972, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
514,45, Local-gov,160173, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,50, United-States, >50K
515,52, Private,94448, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
516,32, Self-emp-not-inc,65278, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
517,63, State-gov,99823, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,32, United-States, <=50K
518,55, Self-emp-inc,79662, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
519,46, Private,364913, 11th,7, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
520,36, Private,160192, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
521,37, Federal-gov,133526, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
522,48, Self-emp-not-inc,379883, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, >50K
523,69, Local-gov,122850, 10th,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States, <=50K
524,20, Private,228960, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
525,27, Private,39232, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
526,33, Federal-gov,319560, Assoc-voc,11, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, >50K
527,22, Private,182117, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
528,32, Local-gov,157887, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
529,24, State-gov,147147, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,20, United-States, <=50K
530,40, Private,42703, Assoc-voc,11, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
531,22, Local-gov,175586, HS-grad,9, Never-married, Transport-moving, Own-child, Black, Female,0,0,20, United-States, <=50K
532,39, Private,484475, 11th,7, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
533,47, Self-emp-not-inc,26145, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
534,24, Private,114873, HS-grad,9, Never-married, Protective-serv, Not-in-family, Other, Male,0,0,40, United-States, <=50K
535,38, Private,183683, 10th,6, Married-spouse-absent, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
536,31, Private,422836, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, El-Salvador, <=50K
537,58, Local-gov,294313, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,55, United-States, <=50K
538,40, Private,222596, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
539,27, Private,192140, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
540,21, Private,96178, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
541,47, Private,176239, Some-college,10, Widowed, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
542,34, Private,85632, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
543,28, Private,119128, Assoc-acdm,12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
544,60, Private,225014, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
545,39, Private,126569, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Poland, <=50K
546,21, Private,188923, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,55, United-States, <=50K
547,26, Private,331861, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, England, <=50K
548,35, Private,29145, Assoc-voc,11, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
549,36, Self-emp-not-inc,240810, 12th,8, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
550,50, Private,197623, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,32, United-States, <=50K
551,27, Private,218785, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
552,42, Private,259757, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Male,0,653,50, United-States, >50K
553,24, Private,179423, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
554,56, Self-emp-not-inc,368797, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
555,42, Self-emp-inc,78765, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Male,0,0,90, United-States, >50K
556,23, Private,432480, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
557,33, Self-emp-not-inc,103860, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
558,38, Federal-gov,65706, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,38, United-States, <=50K
559,25, Private,233994, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
560,38, ?,48976, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,0,1887,10, United-States, >50K
561,57, Self-emp-not-inc,152030, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,0,0,25, United-States, >50K
562,30, Private,318912, Bachelors,13, Never-married, Other-service, Own-child, Black, Male,0,0,55, United-States, <=50K
563,35, Private,283305, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
564,30, Private,95299, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, >50K
565,20, ?,68620, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
566,30, Private,144593, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, ?, <=50K
567,38, Local-gov,123983, Bachelors,13, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,1741,40, Vietnam, <=50K
568,19, Private,140459, 11th,7, Never-married, Craft-repair, Other-relative, White, Male,0,0,25, United-States, <=50K
569,72, Self-emp-not-inc,284120, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
570,54, Private,308087, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,1977,18, United-States, >50K
571,76, Local-gov,259612, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,15, United-States, <=50K
572,35, Private,343403, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
573,36, Self-emp-not-inc,150371, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
574,40, Private,220563, 12th,8, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
575,32, Private,245378, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
576,17, ?,241021, 12th,8, Never-married, ?, Own-child, Other, Female,0,0,40, United-States, <=50K
577,25, Private,272428, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,4416,0,42, United-States, <=50K
578,50, Private,201984, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
579,23, Private,148890, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, United-States, <=50K
580,33, State-gov,374905, 10th,6, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
581,61, Self-emp-not-inc,268797, HS-grad,9, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,17, United-States, <=50K
582,35, Private,403037, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
583,38, Private,183279, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, United-States, >50K
584,43, Private,209894, Some-college,10, Divorced, Other-service, Unmarried, White, Female,0,0,38, United-States, <=50K
585,42, Private,29393, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
586,63, Self-emp-not-inc,795830, 1st-4th,2, Widowed, Other-service, Unmarried, White, Female,0,0,30, El-Salvador, <=50K
587,40, Federal-gov,121012, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,48, United-States, >50K
588,30, Private,182771, Bachelors,13, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,15, China, <=50K
589,34, Private,144949, HS-grad,9, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
590,25, Private,225135, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
591,17, Private,89259, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
592,68, ?,270339, 10th,6, Married-civ-spouse, ?, Husband, White, Male,0,0,35, United-States, <=50K
593,52, Self-emp-not-inc,182187, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Haiti, >50K
594,37, Private,31368, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
595,28, Private,95725, Assoc-voc,11, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, <=50K
596,41, Private,48087, Bachelors,13, Divorced, Machine-op-inspct, Not-in-family, White, Male,2354,0,40, United-States, <=50K
597,55, ?,125659, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,0,0,6, United-States, >50K
598,28, Private,193158, HS-grad,9, Divorced, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
599,20, Private,262749, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
600,34, Private,159008, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,36, United-States, >50K
601,44, Private,118947, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States, >50K
602,26, Private,53833, HS-grad,9, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
603,35, Private,247750, HS-grad,9, Widowed, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
604,26, Local-gov,46097, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
605,22, State-gov,309348, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,15, United-States, <=50K
606,27, State-gov,136077, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
